date,CDOM,Chl_a,Color,Cya,DOC,Turb,WQI,WQI_2
18-02-2017,28.221531813706164,6.249798146949342,266.8168543380278,99.7879600332178,45.43397253202302,3.4523606361949275,0.3540282752268193,66.45573044347847
19-02-2017,27.65545751550778,7.5356479443288045,259.01047904286594,110.22432731812219,44.71926969887881,3.7751561165429783,0.3421831013793351,65.42061816658077
20-02-2017,27.0893832173094,8.821497741708267,251.20410374770407,120.66069460302657,44.004566865734596,4.097951596891029,0.33033792753185093,64.38550588968306
21-02-2017,26.523308919111017,10.10734753908773,243.39772845254222,131.09706188793098,43.28986403259039,4.42074707723908,0.31849275368436675,63.350393612785346
22-02-2017,25.957234620912633,11.393197336467193,235.59135315738038,141.53342917283535,42.57516119944618,4.743542557587131,0.3066475798368825,62.31528133588764
23-02-2017,25.39116032271425,12.679047133846655,227.7849778622185,151.96979645773973,41.86045836630197,5.066338037935181,0.29480240598939833,61.28016905898993
24-02-2017,24.82508602451587,13.964896931226118,219.97860256705667,162.40616374264414,41.145755533157754,5.3891335182832325,0.28295723214191415,60.24505678209222
25-02-2017,24.259011726317485,15.25074672860558,212.17222727189483,172.8425310275485,40.431052700013545,5.711928998631283,0.27111205829442997,59.209944505194514
26-02-2017,23.6929374281191,16.536596525985043,204.36585197673298,183.2788983124529,39.716349866869336,6.034724478979333,0.2592668844469458,58.17483222829681
27-02-2017,23.12686312992072,17.822446323364506,196.55947668157114,193.7152655973573,39.00164703372512,6.357519959327385,0.2474217105994616,57.139719951399094
28-02-2017,22.560788831722338,19.10829612074397,188.75310138640927,204.15163288226168,38.28694420058091,6.680315439675435,0.2355765367519774,56.10460767450139
01-03-2017,22.714729136355835,18.60211925622842,190.83482415812503,201.2333741737237,38.48291369317736,6.554421031207466,0.24089741657940866,56.514263430976484
02-03-2017,22.868669440989336,18.09594239171287,192.91654692984076,198.31511546518573,38.67888318577381,6.428526622739498,0.2462182964068399,56.92391918745158
03-03-2017,23.022609745622834,17.58976552719732,194.99826970155652,195.39685675664774,38.87485267837026,6.302632214271529,0.2515391762342712,57.33357494392668
04-03-2017,23.17655005025633,17.08358866268177,197.07999247327228,192.47859804810977,39.07082217096671,6.176737805803561,0.2568600560617024,57.743230700401774
05-03-2017,23.33049035488983,16.57741179816622,199.16171524498802,189.56033933957178,39.26679166356316,6.050843397335592,0.26218093588913366,58.15288645687687
06-03-2017,23.48443065952333,16.071234933650672,201.24343801670378,186.64208063103382,39.46276115615961,5.924948988867624,0.26750181571656495,58.56254221335197
07-03-2017,23.638370964156827,15.565058069135121,203.3251607884195,183.72382192249583,39.658730648756055,5.799054580399655,0.2728226955439962,58.972197969827064
08-03-2017,23.792311268790325,15.05888120461957,205.40688356013527,180.80556321395784,39.85470014135251,5.673160171931687,0.2781435753714274,59.38185372630216
09-03-2017,23.946251573423822,14.552704340104022,207.48860633185103,177.88730450541988,40.05066963394896,5.547265763463718,0.2834644551988587,59.79150948277726
