date,CDOM,Chl_a,Color,Cya,DOC,Turb,WQI
02-01-2025,6.256114310476257,115.25741187255468,25.980863458040126,236.27283919804933,14.360958608168556,14.233816628491873,-0.30552152571802704
22-01-2025,15.648027561342463,441.9627987248752,107.20893778456322,584.9739733047785,28.94509040977693,22.618182821100007,-0.9227752991051926
01-02-2025,9.846971018489976,279.9560406981384,52.38744957120687,437.9140900345399,20.31371700651465,19.443998038881755,-0.6198745582008034
08-03-2025,5.215393636140282,153.839993642277,19.610400555922702,304.64255837268706,12.49608825893742,15.802005368083027,-0.5591251270493244
20-03-2025,1.743781628268711,70.69166395478456,3.604721170457609,123.33130559672371,5.4078716370534625,11.827367633361131,-0.13083849279368118
28-03-2025,5.696902628188195,78.1768136850322,22.479211746537555,417.22167361942854,13.368853304352733,12.298716270644611,-0.3062757448361541
12-04-2025,5.639526209709249,76.81762109040275,22.130144937961603,268.04055797204455,13.265794271427291,12.215707689152019,-0.23799168368089024
19-04-2025,6.0728471062962415,51.675368233361134,24.813621392581517,363.11062950818285,14.038214996760079,10.43466315097854,-0.20297974715505274
02-05-2025,18.354170982690682,4.161733828536272,137.19415484803224,2857.237201029388,32.69912512491549,2.487262213571589,0.04900665450066817
07-05-2025,5.779611377951522,16.510779003462922,22.985780873403357,394.1824295032244,13.516985197380867,6.204498868035345,-0.17344488829787075
19-05-2025,4.003177184879527,38.29087048410114,13.027762536772162,317.871856639522,10.208125315675414,9.202065548673467,-0.2034988351562112
27-05-2025,7.214353249715658,59.39574996182416,32.38503610121335,488.37916439457905,16.01403369712246,11.03988605669251,-0.4053106171692416
06-06-2025,4.777476287486998,19.951105401018282,17.1237430473073,309.9913903553517,11.685712317121814,6.824285425274483,-0.17504542849170213
08-06-2025,6.560650575439518,7.331364185542271,27.96198647028235,291.42094457716934,14.892394170852354,3.859268696537792,0.012832110701275538
11-06-2025,9.416585659375219,6.474022518984553,48.889903250073395,300.75892694372436,19.631386182727216,3.5408085110945207,-0.015839530530280876
16-06-2025,7.514154686682042,9.127379520098557,34.489207091756285,553.2249182310313,16.52035113078106,4.445413686341131,-0.04893687685819905
18-06-2025,15.768095061350525,3.2519862159663755,108.48342444197652,773.7583685197056,29.114731032157536,1.948536005783562,0.05107111995964114
21-06-2025,6.237044654030621,21.928525451271042,25.858525679277797,365.83460087167805,14.327480719249715,7.145071453937306,-0.21171120080094932
26-06-2025,7.727163968670242,16.401245779842416,36.01244073237691,690.2474559521572,16.87719869771171,6.18323997019217,-0.22399263289412708
28-06-2025,8.51484022647802,7.311971302395415,41.84364202304287,469.7368830549326,18.177289670725603,3.852380852515947,0.07654619118204113
01-07-2025,6.358627749717622,6.2182003775790236,26.642004676752148,584.8261139984802,14.540517461666502,3.439707029240453,0.09817301697108877
06-07-2025,5.0483335282948785,4.537296406206475,18.647749515714647,356.00085446624837,12.188905374434755,2.6840802175435075,0.03512521112797546
08-07-2025,5.084753339664477,3.922978350840452,18.856150777153786,307.2362775571346,12.25607404883963,2.355140003012461,0.11467588136132145
11-07-2025,3.454726379979577,2.4357891030581507,10.373724282147696,145.20335774669616,9.120621349614575,1.3588049471821808,0.20949711784643213
16-07-2025,4.292605055489772,4.029895816134905,14.512453173953592,253.11107443068263,10.767696889365666,2.4150272102899217,0.10659483895871923
18-07-2025,5.891244773994605,4.402284903683688,23.67580307511362,321.4145004269268,13.716132618679486,2.6147760713201214,0.09104613460015158
21-07-2025,5.635926991797469,2.997416256627455,22.10831237759393,214.15266472469787,13.259321178800064,1.7777910900500027,0.15496770769442691
26-07-2025,7.552815964225451,5.974492443014708,34.76394530046335,294.0685587164826,16.585294245123613,3.3404638702678175,-0.027751061180785606
28-07-2025,5.952005531399135,4.8917714283301255,24.05439451213328,246.89605016775758,13.824152247390476,2.8589885085126623,0.03529700057228164
07-08-2025,4.64629772419025,5.611998858260155,16.402284004811815,145.62322110306607,11.439608792505757,3.187103781327873,0.03674845576276322
10-08-2025,5.279337610012129,3.9866917959953736,19.983374351691687,136.85054876735705,12.613049706654918,2.3909719878258704,0.12789940725145044
