date,CDOM,Chl_a,Color,Cya,DOC,Turb,WQI,WQI_2
18-02-2017,26.93032410114109,6.061137522508926,248.18048811999893,99.46887130046774,43.836052607559424,3.376087952422993,0.3917833512976529,66.84984834069388
19-02-2017,26.623271865025643,7.295050990317103,243.94422842867885,113.6785054944367,43.44856047434523,3.694045203852429,0.3777512770536977,65.7769677375929
20-02-2017,26.3162196289102,8.528964458125278,239.70796873735878,127.88813968840569,43.06106834113104,4.0120024552818645,0.36371920280974246,64.70408713449191
21-02-2017,26.009167392794758,9.762877925933456,235.4717090460387,142.09777388237464,42.67357620791685,4.329959706711301,0.3496871285657872,63.631206531390944
22-02-2017,25.702115156679312,10.996791393741631,231.23544935471864,156.30740807634362,42.28608407470266,4.647916958140737,0.335655054321832,62.55832592828996
23-02-2017,25.395062920563866,12.230704861549807,226.99918966339857,170.51704227031257,41.89859194148846,4.965874209570172,0.3216229800778768,61.48544532518898
24-02-2017,25.088010684448424,13.464618329357982,222.7629299720785,184.72667646428155,41.511099808274274,5.283831460999608,0.30759090583392157,60.412564722088
25-02-2017,24.78095844833298,14.698531797166158,218.52667028075842,198.93631065825053,41.123607675060086,5.601788712429045,0.2935588315899663,59.33968411898702
26-02-2017,24.473906212217535,15.932445264974337,214.29041058943835,213.1459448522195,40.73611554184589,5.919745963858481,0.2795267573460111,58.26680351588604
27-02-2017,24.16685397610209,17.166358732782513,210.05415089811828,227.35557904618847,40.348623408631695,6.237703215287917,0.26549468310205593,57.193922912785055
28-02-2017,23.859801739986647,18.40027220059069,205.8178912067982,241.56521324015745,39.96113127541751,6.555660466717352,0.2514626088581007,56.12104230968408
01-03-2017,23.912033102921754,17.918651255390795,206.52480719180485,237.62288883012675,40.02758765112945,6.433274950995587,0.25772844703517594,56.54016337144868
02-03-2017,23.96426446585686,17.437030310190906,207.23172317681153,233.68056442009606,40.094044026841395,6.310889435273821,0.2639942852122512,56.95928443321328
03-03-2017,24.016495828791967,16.955409364991013,207.93863916181817,229.73824001006537,40.16050040255334,6.188503919552056,0.2702601233893265,57.378405494977876
04-03-2017,24.068727191727074,16.47378841979112,208.64555514682485,225.79591560003468,40.22695677826528,6.0661184038302896,0.27652596156640175,57.797526556742476
