date,CDOM,Chl_a,Color,Cya,DOC,Turb,WQI
02-01-2025,7.58364699495683,61.359962430069444,34.983590774371685,352.77256707579716,16.637028032770054,11.184410648876007,-0.2196135168899763
22-01-2025,17.360986311154285,465.1093834742484,125.88727982286916,551.0363866245749,31.337575989426952,22.996459940693246,-0.9020791377223041
01-02-2025,9.456508908006278,490.74906011832763,49.21074013726585,450.1454357060011,19.69498474467094,23.39942274980804,-0.6872380794573913
08-03-2025,6.179460676634343,221.99527310561896,25.490346318098474,357.61660123497387,14.226241984482947,17.966873589147625,-0.6675808828497961
20-03-2025,2.194607035101033,88.83469564838175,5.143632765618419,138.64667823990135,6.4472338862323655,12.914872876241365,-0.15086305433804523
28-03-2025,5.392458789302126,104.06061494286962,20.64924392130159,387.23858726359146,12.819149457194545,13.705760722334063,-0.31198085499827255
12-04-2025,5.204426348920792,111.3127377164795,19.54667998413627,254.10237261281696,12.475993896981795,14.052333077870543,-0.23972486094029893
19-04-2025,12.939511725218043,53.36615633136265,79.91260824245687,639.560981221619,25.030605043268608,10.57270839430375,-0.235801188197278
02-05-2025,22.206733337099607,3.1716642217357167,184.19302233665232,1471.3530779331077,37.82673514696636,1.8957740156617975,0.0988323182754458
07-05-2025,15.023487478958442,54.493248102610714,100.66597717200015,931.6380655815495,28.05767622895991,10.662927480344521,-0.37496273441718
19-05-2025,14.816131322148832,40.79222582805503,98.52596476017224,971.0943249737371,27.761133324389217,9.454510270068926,-0.23472212672322784
27-05-2025,7.46805373956731,166.74302993997105,34.162608194109474,548.0316543061402,16.442807915153132,16.26031907659324,-0.7519373398396093
06-06-2025,17.550514085957538,41.533815998952214,128.01836770867146,1435.8379706146952,31.59878499677451,9.527128289094229,-0.3335848184048676
08-06-2025,19.080883226998093,23.395633546783227,145.68275840075228,1017.0730829790051,33.68437693364512,7.3693834676603585,-0.22591580864016747
11-06-2025,13.659589430389397,23.507980190483988,86.8917645256783,475.78853450832565,26.088693016477375,7.386123312456022,-0.2378046058129227
16-06-2025,18.7337442438308,21.636273023657736,141.60543685867623,1332.617213603408,33.214861146441244,7.099058087799809,-0.19719297424554985
18-06-2025,18.344174045382154,5.980281815570093,137.07864106964868,1524.7668347648798,32.6855082770703,3.3428561438892173,0.04120405629670078
21-06-2025,19.134155368851825,24.038302554432406,146.3120779424877,1687.5741008958985,33.75625029750689,7.464345915177778,-0.15589543391784996
26-06-2025,7.561338912506082,32.63167669951652,34.82461535094343,678.0934818807086,16.59960052927849,8.581842974606772,-0.3797455041864679
28-06-2025,13.9921777252426,13.905586242047871,90.18441535516305,1002.1894803051827,26.572940639454437,5.667364746918886,-0.07650699321363923
01-07-2025,10.095295537079972,10.54797991326551,54.44402035986754,235.80189011553188,20.70420570901868,4.850625214022913,0.14585526905533544
06-07-2025,23.63878238621187,21.540592131516902,202.87769836797955,1818.1025371682213,39.67782454087917,7.083892963464172,-0.18139701131758565
08-07-2025,20.801154652503534,21.23533237567599,166.48262585290814,1104.760208177255,35.98230888796765,7.035171760421663,-0.21657012283145144
11-07-2025,15.938387676388787,11.839319787561756,110.30014118475087,595.6417612881982,29.35481302510196,5.184994327425469,-0.10489093721705382
16-07-2025,19.895117831083127,21.677357379134122,155.40550230465612,1229.4928214126235,34.77785476552394,7.105554476150373,-0.18435319504762454
18-07-2025,19.01559603464309,27.30275363912673,144.91280910343335,1162.642214732855,33.59622869930294,7.919426666902463,-0.195427557696621
